0.02	75	0	C	1737404	          Tissierellia
0.02	75	0	O	1737405	            Tissierellales
0.02	75	0	F	1570339	              Peptoniphilaceae
0.02	66	0	G	543311	                Parvimonas
0.02	66	66	S	33033	                  Parvimonas micra
0.00	8	0	G	162289	                Peptoniphilus
0.00	8	8	S	54006	                  Peptoniphilus ivorii
0.00	9	0	C	526524	          Erysipelotrichia
0.00	9	0	O	526525	            Erysipelotrichales
0.00	9	0	F	128827	              Erysipelotrichaceae
0.00	9	0	G	118747	                Bulleidia
0.00	9	0	G1	2704656	                  unclassified Bulleidia
0.00	9	9	S	2806552	                    Bulleidia sp. zg-1006
0.61	2136	0	P	544448	        Mycoplasmatota
0.59	2059	0	O	2790996	          Mycoplasmoidales
0.58	2054	0	F	2895623	            Metamycoplasmataceae
0.58	2045	0	G	2895509	              Metamycoplasma
0.56	1956	1956	S	2098	                Metamycoplasma hominis
0.02	85	85	S	2124	                Metamycoplasma salivarium
0.00	4	4	S	2121	                Metamycoplasma orale
0.00	8	0	G	2995234	              Mycoplasmoides
0.00	8	8	S	2104	                Mycoplasmoides pneumoniae
0.00	5	0	F	2790998	            Mycoplasmoidaceae
0.00	5	0	G	2791001	              Malacoplasma
0.00	5	5	S	28227	                Malacoplasma penetrans
0.02	76	0	C	31969	          Mollicutes
0.02	62	0	O	2085	            Mycoplasmatales
0.02	62	0	F	2092	              Mycoplasmataceae
0.02	60	0	G	2093	                Mycoplasma
0.01	39	0	G1	656088	                  Mycoplasma mycoides group
0.01	39	39	S	2102	                    Mycoplasma mycoides
0.01	20	0	G1	2683645	                  unclassified Mycoplasma
0.00	6	6	S	2801918	                    Mycoplasma sp. E35C
0.00	14	14	S	2725994	                    Mycoplasma sp. 1654_15
0.00	2	0	G	2923352	                Mesomycoplasma
0.00	2	2	S	171288	                  Mesomycoplasma molare
0.00	12	0	O	186329	            Acholeplasmatales
0.00	12	0	F	2146	              Acholeplasmataceae
0.00	12	0	G	2903106	                Haploplasma
0.00	12	12	S	29552	                  Haploplasma axanthum
0.00	1	0	O	186328	            Entomoplasmatales
0.00	1	0	F	2131	              Spiroplasmataceae
0.00	1	0	G	2132	                Spiroplasma
0.00	1	0	G1	2637901	                  unclassified Spiroplasma
0.00	1	1	S	216963	                    Spiroplasma sp. TIUS-1
0.21	743	0	P	201174	        Actinomycetota
0.21	740	0	C	1760	          Actinomycetes
0.09	312	0	O	2037	            Actinomycetales
0.09	312	0	F	2049	              Actinomycetaceae
0.08	279	0	G	2529408	                Schaalia
0.07	240	240	S	1660	                  Schaalia odontolytica
0.01	39	39	S	52773	                  Schaalia meyeri
0.01	23	0	G	1654	                Actinomyces
0.00	4	0	G1	2609248	                  unclassified Actinomyces
0.00	4	4	S	712122	                    Actinomyces sp. oral taxon 414
0.00	15	15	S	2763540	                  Actinomyces trachealis
0.00	3	3	S	52771	                  Actinomyces howellii
0.00	5	0	G	76833	                Actinobaculum
0.00	5	0	G1	2609299	                  unclassified Actinobaculum
0.00	5	5	S	2495645	                    Actinobaculum sp. 313
0.00	4	0	G	2692118	                Winkia
0.00	4	4	S	33007	                  Winkia neuii
0.05	186	0	O	85007	            Mycobacteriales
0.04	131	0	F	1762	              Mycobacteriaceae
0.04	127	0	G	1763	                Mycobacterium
0.03	117	0	G1	77643	                  Mycobacterium tuberculosis complex
0.03	117	117	S	78331	                    Mycobacterium canettii
0.00	8	0	G1	120793	                  Mycobacterium avium complex (MAC)
0.00	8	8	S	1767	                    Mycobacterium intracellulare
0.00	1	1	S	2738409	                  Mycobacterium ostraviense
0.00	3	0	G	1073531	                Mycolicibacter
0.00	3	0	G1	2642523	                  unclassified Mycolicibacter
0.00	3	3	S	2875777	                    Mycolicibacter sp. MYC017
0.01	28	0	F	85025	              Nocardiaceae
0.01	28	0	G	1827	                Rhodococcus
0.01	28	0	G1	192944	                  unclassified Rhodococcus (in: high G+C Gram-positive bacteria)
0.01	28	28	S	2507582	                    Rhodococcus sp. ABRD24
0.00	16	0	F	1653	              Corynebacteriaceae
0.00	16	0	G	1716	                Corynebacterium
0.00	4	4	S	37637	                  Corynebacterium pseudodiphtheriticum
0.00	5	5	S	1979527	                  Corynebacterium kefirresidentii
0.00	4	4	S	322009	                  Corynebacterium cyclohexanicum
0.00	2	2	S	43768	                  Corynebacterium matruchotii
0.00	4	0	F	2805586	              Lawsonellaceae
0.00	4	0	G	1847725	                Lawsonella
0.00	4	4	S	1528099	                  Lawsonella clevelandensis
0.00	3	0	F	85028	              Tsukamurellaceae
0.00	3	0	G	2060	                Tsukamurella
0.00	3	0	G1	2633480	                  unclassified Tsukamurella
0.00	3	3	S	2929795	                    Tsukamurella sp. PLM1
0.00	1	0	F	316606	              Segniliparaceae
0.00	1	0	G	286801	                Segniliparus
0.00	1	1	S	286802	                  Segniliparus rotundus
0.05	184	0	O	85006	            Micrococcales
0.04	140	0	F	1268	              Micrococcaceae
0.04	140	0	G	32207	                Rothia
0.03	101	101	S	43675	                  Rothia mucilaginosa
0.01	38	38	S	172042	                  Rothia aeria
0.01	33	0	F	85023	              Microbacteriaceae
0.01	33	0	G	33882	                Microbacterium
0.01	33	33	S	104336	                  Microbacterium foliorum
0.00	6	0	F	85021	              Intrasporangiaceae
0.00	6	0	G	53457	                Janibacter
0.00	6	6	S	857417	                  Janibacter indicus
0.00	3	0	F	85020	              Dermabacteraceae
0.00	3	0	G	43668	                Brachybacterium
0.00	3	3	S	43669	                  Brachybacterium faecium
0.01	39	0	O	85009	            Propionibacteriales
0.01	35	0	F	31957	              Propionibacteriaceae
0.01	35	0	G	1912216	                Cutibacterium
0.01	35	35	S	1747	                  Cutibacterium acnes
0.00	3	0	F	85015	              Nocardioidaceae
0.00	3	0	G	2040	                Aeromicrobium
0.00	3	0	G1	2633570	                  unclassified Aeromicrobium
0.00	3	3	S	1736306	                    Aeromicrobium sp. Leaf245
0.00	12	0	O	85011	            Kitasatosporales
0.00	12	0	F	2062	              Streptomycetaceae
0.00	12	0	G	2805681	                Yinghuangia
0.00	12	0	G1	2846306	                  unclassified Yinghuangia
0.00	12	12	S	2896848	                    Yinghuangia sp. ASG 101
0.00	4	0	O	85010	            Pseudonocardiales
0.00	4	0	F	2070	              Pseudonocardiaceae
0.00	4	0	G	2893576	                Allosaccharopolyspora
0.00	4	4	S	2665642	                  Allosaccharopolyspora coralli
0.00	3	0	C	84998	          Coriobacteriia
0.00	3	0	O	84999	            Coriobacteriales
0.00	3	0	F	1643824	              Atopobiaceae
0.00	3	0	G	133925	                Olsenella
0.00	3	3	S	133926	                  Olsenella uli
0.00	6	0	D2	1798711	        Cyanobacteriota/Melainabacteria group
0.00	6	0	P	1117	          Cyanobacteriota
0.00	6	0	C	3028117	            Cyanophyceae
0.00	3	0	O	1161	              Nostocales
0.00	3	0	F	1162	                Nostocaceae
0.00	3	0	G	1177	                  Nostoc
0.00	3	0	G1	2593658	                    unclassified Nostoc
0.00	1	1	S	2914041	                      Nostoc sp. UHCC 0870
0.00	1	1	S	2764711	                      Nostoc sp. MS1
0.00	1	0	O	1890424	              Synechococcales
0.00	1	0	F	2881426	                Prochlorococcaceae
0.00	1	0	G	1218	                  Prochlorococcus
0.00	1	1	S	1219	                    Prochlorococcus marinus
0.00	1	0	O	1955042	              Gloeomargaritales
0.00	1	0	F	1955043	                Gloeomargaritaceae
0.00	1	0	G	1188227	                  Gloeomargarita
0.00	1	1	S	1188228	                    Gloeomargarita lithophora
0.00	5	0	P	1297	        Deinococcota
0.00	5	0	C	188787	          Deinococci
0.00	3	0	O	2762275	            Trueperales
0.00	3	0	F	332247	              Trueperaceae
0.00	3	0	G	332248	                Truepera
0.00	3	3	S	332249	                  Truepera radiovictrix
0.00	2	0	O	118964	            Deinococcales
0.00	2	0	F	183710	              Deinococcaceae
0.00	2	0	G	1298	                Deinococcus
0.00	2	2	S	200252	                  Deinococcus aetherius
1.23	4323	0	D1	1783270	      FCB group
1.23	4323	0	D2	68336	        Bacteroidota/Chlorobiota group
1.23	4323	0	P	976	          Bacteroidota
0.88	3093	0	C	117743	            Flavobacteriia
0.88	3093	0	O	200644	              Flavobacteriales
0.88	3090	0	F	49546	                Flavobacteriaceae
0.88	3082	0	G	1016	                  Capnocytophaga
0.33	1169	0	G1	2640652	                    unclassified Capnocytophaga
0.23	798	798	S	2748316	                      Capnocytophaga sp. oral taxon 902
0.06	199	199	S	1705617	                      Capnocytophaga sp. oral taxon 323
0.05	159	159	S	1316593	                      Capnocytophaga sp. oral taxon 864
0.00	9	9	S	1316596	                      Capnocytophaga sp. oral taxon 878
0.00	2	2	S	2545799	                      Capnocytophaga sp. FDAARGOS_737
0.52	1826	1826	S	1018	                    Capnocytophaga ochracea
0.01	40	40	S	2708117	                    Capnocytophaga endodontalis
0.01	28	28	S	1019	                    Capnocytophaga sputigena
0.00	5	5	S	327575	                    Capnocytophaga leadbetteri
0.00	3	3	S	45243	                    Capnocytophaga haemolytica
0.00	4	4	S	28188	                    Capnocytophaga canimorsus
0.00	3	3	S	1017	                    Capnocytophaga gingivalis
0.00	3	0	G	237	                  Flavobacterium
0.00	3	0	G1	196869	                    unclassified Flavobacterium
0.00	3	3	S	2654325	                      Flavobacterium sp. xlx-214
0.00	2	0	G	444051	                  Mesoflavibacter
0.00	2	0	G1	2630131	                    unclassified Mesoflavibacter
0.00	2	2	S	2779362	                      Mesoflavibacter sp. SCSIO 43206
0.00	1	0	G	363408	                  Nonlabens
0.00	1	1	S	2496866	                    Nonlabens ponticola
0.00	2	0	F	2762318	                Weeksellaceae
0.00	2	0	F1	2782232	                  Chryseobacterium group
0.00	2	0	G	59732	                    Chryseobacterium
0.00	2	2	S	651561	                      Chryseobacterium arthrosphaerae
0.35	1214	0	C	200643	            Bacteroidia
0.35	1214	0	O	171549	              Bacteroidales
0.34	1189	0	F	171552	                Prevotellaceae
0.34	1180	0	G	838	                  Prevotella
0.20	712	712	S	28132	                    Prevotella melaninogenica
0.05	169	169	S	28135	                    Prevotella oris
0.02	63	63	S	2801997	                    Prevotella herbatica
0.02	59	59	S	165179	                    Prevotella copri
0.01	29	0	G1	2638335	                    unclassified Prevotella
0.01	26	26	S	712471	                      Prevotella sp. oral taxon 475
0.00	1	1	S	2913616	                      Prevotella sp. E13-17
0.00	2	2	S	652716	                      Prevotella sp. oral taxon 299
0.01	39	39	S	470565	                    Prevotella histicola
0.01	19	19	S	28128	                    Prevotella corporis
0.01	18	18	S	1177574	                    Prevotella jejuni
0.00	9	9	S	28137	                    Prevotella veroralis
0.00	6	6	S	589436	                    Prevotella fusca
0.01	21	21	S	28133	                    Prevotella nigrescens
0.00	8	8	S	28131	                    Prevotella intermedia
0.00	8	8	S	28129	                    Prevotella denticola
0.00	5	5	S	282402	                    Prevotella multiformis
0.00	6	6	S	589437	                    Prevotella scopos
0.00	1	1	S	77095	                    Prevotella bryantii
0.00	5	0	G	2974257	                  Hoylesella
0.00	5	5	S	28127	                    Hoylesella buccalis
0.00	3	0	G	577309	                  Paraprevotella
0.00	3	3	S	454155	                    Paraprevotella xylaniphila
0.00	15	0	F	2760872	                Tenuifilaceae
0.00	15	0	G	2760873	                  Tenuifilum
0.00	15	15	S	2590900	                    Tenuifilum thalassicum
0.00	4	0	F	171550	                Rikenellaceae
0.00	4	0	G	239759	                  Alistipes
0.00	4	4	S	328813	                    Alistipes onderdonkii
0.00	2	0	F	815	                Bacteroidaceae
0.00	2	0	G	909656	                  Phocaeicola
0.00	2	2	S	357276	                    Phocaeicola dorei
0.00	2	0	F	2005525	                Tannerellaceae
0.00	2	0	G	195950	                  Tannerella
0.00	1	1	S	712710	                    Tannerella serpentiformis
0.00	1	1	S	28112	                    Tannerella forsythia
0.00	9	0	C	768503	            Cytophagia
0.00	9	0	O	768507	              Cytophagales
0.00	5	0	F	89373	                Cytophagaceae
0.00	2	0	G	978	                  Cytophaga
0.00	2	2	S	985	                    Cytophaga hutchinsonii
0.00	2	0	G	107	                  Spirosoma
0.00	1	1	S	1379870	                    Spirosoma radiotolerans
0.00	1	1	S	564064	                    Spirosoma rigui
0.00	3	0	F	1853232	                Hymenobacteraceae
0.00	3	0	G	89966	                  Hymenobacter
0.00	1	1	S	2607656	                    Hymenobacter busanensis
0.00	1	1	S	1705399	                    Hymenobacter monticola
0.00	6	0	C	1853228	            Chitinophagia
0.00	6	0	O	1853229	              Chitinophagales
0.00	6	0	F	563835	                Chitinophagaceae
0.00	5	0	G	649461	                  Lacibacter
0.00	5	0	G1	2630913	                    unclassified Lacibacter
0.00	5	5	S	2760713	                      Lacibacter sp. S13-6-22
0.00	1	0	G	1769012	                  Arachidicoccus
0.00	1	1	S	2341117	                    Arachidicoccus soli
0.00	9	0	P	32066	      Fusobacteriota
0.00	9	0	C	203490	        Fusobacteriia
0.00	9	0	O	203491	          Fusobacteriales
0.00	9	0	F	1129771	            Leptotrichiaceae
0.00	9	0	G	32067	              Leptotrichia
0.00	9	9	S	109328	                Leptotrichia trevisanii
0.00	4	0	P	200940	      Thermodesulfobacteriota
0.00	2	0	C	3031451	        Desulfobulbia
0.00	2	0	O	3024411	          Desulfobulbales
0.00	2	0	F	213121	            Desulfobulbaceae
0.00	2	0	G	893	              Desulfobulbus
